index;Type;NP;Answer;RT;Item;Correct;Participant;Source
31980;literal_b;безумная чайка;Да;1348;безумная;1;379;Social Networks
31981;filler_no;честный крюк;Нет;1615;честный;1;379;Social Networks
31982;metaphor;горячий спор;Да;1523;горячий;1;379;Social Networks
31983;filler_yes;гнилой томат;Да;1288;гнилой;1;379;Social Networks
31984;filler_no;фазовая лилия;Нет;1431;фазовая;1;379;Social Networks
31985;filler_no;усатая корзина;Нет;1328;усатая;1;379;Social Networks
31986;filler_yes;быстрый транспорт;Да;1650;быстрый;1;379;Social Networks
31987;filler_no;тревожный кошелёк;Нет;2464;тревожный;1;379;Social Networks
31988;filler_no;щедрый факел;Нет;1263;щедрый;1;379;Social Networks
31989;filler_yes;тёплая погода;Да;1256;тёплая;1;379;Social Networks
31990;filler_no;цветущая помада;Нет;1263;цветущая;1;379;Social Networks
31991;filler_no;круглосуточное тесто;Нет;1432;круглосуточное;1;379;Social Networks
31992;filler_yes;газовая печка;Да;1326;газовая;1;379;Social Networks
31993;filler_no;хвойная сплетня;Нет;1345;хвойная;1;379;Social Networks
31994;literal_m;горькая дыня;Да;1672;горькая;1;379;Social Networks
31995;bleaching;дикий крик;Да;1656;дикий;1;379;Social Networks
31996;literal_b;крепкий руль;Нет;1339;крепкий;0;379;Social Networks
31997;filler_no;зеркальная сигарета;Нет;1958;зеркальная;1;379;Social Networks
31998;metaphor;грязная работа;Да;1748;грязная;1;379;Social Networks
31999;filler_yes;свежие новости;Да;1471;свежие;1;379;Social Networks
32000;filler_no;зеркальная сигарета;Нет;1955;зеркальная;1;380;Social Networks
32001;filler_no;консервная пьеса;Нет;3011;консервная;1;380;Social Networks
32002;filler_yes;газовая печка;Да;1616;газовая;1;380;Social Networks
32003;filler_no;здравый паспорт;Нет;1317;здравый;1;380;Social Networks
32004;filler_no;цветущая помада;Нет;3306;цветущая;1;380;Social Networks
32005;filler_yes;удобный сервис;Да;1107;удобный;1;380;Social Networks
32006;filler_no;круглосуточное тесто;Нет;2630;круглосуточное;1;380;Social Networks
32007;filler_no;фазовая лилия;Нет;2555;фазовая;1;380;Social Networks
32008;filler_yes;деревянная лавочка;Да;1711;деревянная;1;380;Social Networks
32009;filler_no;отсталый снег;Нет;1155;отсталый;1;380;Social Networks
32010;literal_b;бешеные собаки;Да;2030;бешеные;1;380;Social Networks
32011;literal_m;сладкий сироп;Да;1232;сладкий;1;380;Social Networks
32012;bleaching;крепкий квас;Да;1454;крепкий;1;380;Social Networks
32013;filler_no;тревожный кошелёк;Нет;1827;тревожный;1;380;Social Networks
32014;filler_yes;известный актёр;Да;947;известный;1;380;Social Networks
32015;metaphor;холодный разговор;Да;2509;холодный;1;380;Social Networks
32016;filler_no;гордый мрамор;Да;1557;гордый;0;380;Social Networks
32017;filler_no;сутулая камера;Нет;1069;сутулая;1;380;Social Networks
32018;filler_yes;хороший ученик;Да;914;хороший;1;380;Social Networks
32019;filler_no;включенный комод;Нет;1823;включенный;1;380;Social Networks
32020;filler_no;благодарная карета;Нет;2189;благодарная;1;380;Social Networks
32021;filler_yes;зелёная ручка;Да;1008;зелёная;1;380;Social Networks
32022;filler_no;антисоветская река;Нет;2709;антисоветская;1;380;Social Networks
32023;filler_no;мозговая сирень;Нет;1203;мозговая;1;380;Social Networks
32024;filler_yes;умный друг;Да;1018;умный;1;380;Social Networks
32025;filler_no;женатый отчет;Нет;1333;женатый;1;380;Social Networks
32026;literal_b;дикий пляж;Да;1370;дикий;1;380;Social Networks
32027;literal_m;ледяной дождь;Да;1042;ледяной;1;380;Social Networks
32028;bleaching;глубокая ярость;Да;2927;глубокая;1;380;Social Networks
32029;filler_no;выпускной цвет;Нет;1624;выпускной;1;380;Social Networks
32030;filler_yes;влажная трава;Да;1227;влажная;1;380;Social Networks
32031;metaphor;светлые планы;Да;1281;светлые;1;380;Social Networks
32032;filler_no;ликующая печь;Нет;1162;ликующая;1;380;Social Networks
32033;filler_no;хоровой арбуз;Нет;1102;хоровой;1;380;Social Networks
32034;filler_yes;захватывающая книга;Да;991;захватывающая;1;380;Social Networks
32035;filler_no;бюджетный вирус;Да;2859;бюджетный;0;380;Social Networks
32036;filler_no;торопливый комок;Да;1427;торопливый;0;380;Social Networks
32037;filler_yes;гнилой томат;Да;1015;гнилой;1;380;Social Networks
32038;filler_no;усатая корзина;Нет;2650;усатая;1;380;Social Networks
32039;filler_no;хвойная сплетня;Нет;885;хвойная;1;380;Social Networks
32040;filler_yes;апельсиновый сок;Да;1310;апельсиновый;1;380;Social Networks
32041;filler_no;талый туризм;Нет;1273;талый;1;380;Social Networks
32042;literal_b;тяжёлый камень;Да;690;тяжёлый;1;380;Social Networks
32043;literal_m;грязная посуда;Да;856;грязная;1;380;Social Networks
32044;bleaching;лёгкий кризис;Да;856;лёгкий;1;380;Social Networks
32045;filler_no;влиятельный сад;Нет;1729;влиятельный;1;380;Social Networks
32046;filler_yes;белые носки;Да;778;белые;1;380;Social Networks
32047;metaphor;острая одышка;Да;1509;острая;1;380;Social Networks
32048;filler_no;щедрый факел;Да;1655;щедрый;0;380;Social Networks
32049;filler_no;литровый диван;Нет;1266;литровый;1;380;Social Networks
32050;filler_yes;тёплая погода;Да;868;тёплая;1;380;Social Networks
32051;filler_no;талантливый пирог;Нет;1429;талантливый;1;380;Social Networks
32052;filler_no;компетентный грот;Нет;1303;компетентный;1;380;Social Networks
32053;filler_yes;вкусный помидор;Да;1159;вкусный;1;380;Social Networks
32054;filler_no;томатный приют;Нет;1493;томатный;1;380;Social Networks
32055;filler_no;ядовитый престиж;Нет;1007;ядовитый;1;380;Social Networks
32056;filler_yes;быстрый транспорт;Да;817;быстрый;1;380;Social Networks
32057;filler_no;честный крюк;Да;1512;честный;0;380;Social Networks
32058;literal_b;страшная ночь;Да;947;страшная;1;380;Social Networks
32059;literal_m;горячий кофе;Да;700;горячий;1;380;Social Networks
32060;bleaching;безумная нужда;Да;1285;безумная;1;380;Social Networks
32061;filler_no;точечный паркет;Нет;1596;точечный;1;380;Social Networks
32062;filler_yes;свежие новости;Да;736;свежие;1;380;Social Networks
32063;metaphor;горькая дума;Да;1164;горькая;1;380;Social Networks
32064;filler_no;фазовая лилия;Да;2710;фазовая;0;381;Social Networks
32065;filler_no;литровый диван;Нет;1438;литровый;1;381;Social Networks
32066;filler_yes;апельсиновый сок;Да;1125;апельсиновый;1;381;Social Networks
32067;filler_no;зеркальная сигарета;Нет;1976;зеркальная;1;381;Social Networks
32068;filler_no;женатый отчет;Нет;1926;женатый;1;381;Social Networks
32069;filler_yes;умный друг;Да;1199;умный;1;381;Social Networks
32070;filler_no;здравый паспорт;Нет;1643;здравый;1;381;Social Networks
32071;filler_no;тревожный кошелёк;Нет;1989;тревожный;1;381;Social Networks
32072;filler_yes;вкусный помидор;Да;1871;вкусный;1;381;Social Networks
32073;filler_no;томатный приют;Нет;1231;томатный;1;381;Social Networks
32074;bleaching;безумная нужда;Да;5289;безумная;1;381;Social Networks
32075;filler_no;хвойная сплетня;Нет;1901;хвойная;1;381;Social Networks
32076;literal_m;горячий кофе;Да;1138;горячий;1;381;Social Networks
32077;filler_yes;газовая печка;Да;1526;газовая;1;381;Social Networks
32078;metaphor;холодный разговор;Да;4194;холодный;1;381;Social Networks
32079;literal_b;тяжёлый камень;Да;1200;тяжёлый;1;381;Social Networks
32080;filler_no;сутулая камера;Нет;2544;сутулая;1;381;Social Networks
32081;filler_no;мозговая сирень;Нет;1283;мозговая;1;381;Social Networks
32082;filler_yes;удобный сервис;Да;1930;удобный;1;381;Social Networks
32083;filler_no;точечный паркет;Да;3689;точечный;0;381;Social Networks
32084;filler_no;благодарная карета;Нет;1813;благодарная;1;381;Social Networks
32085;filler_yes;влажная трава;Да;1318;влажная;1;381;Social Networks
32086;filler_no;хоровой арбуз;Нет;1953;хоровой;1;381;Social Networks
32087;filler_no;выпускной цвет;Нет;2911;выпускной;1;381;Social Networks
32088;filler_yes;белые носки;Да;1238;белые;1;381;Social Networks
32089;filler_no;антисоветская река;Нет;1915;антисоветская;1;381;Social Networks
32090;bleaching;лёгкий кризис;Да;2434;лёгкий;1;381;Social Networks
32091;filler_no;щедрый факел;Нет;1541;щедрый;1;381;Social Networks
32092;literal_m;сладкий сироп;Да;1222;сладкий;1;381;Social Networks
32093;filler_yes;известный актёр;Да;1379;известный;1;381;Social Networks
32094;metaphor;светлые планы;Да;5484;светлые;1;381;Social Networks
32095;literal_b;дикий пляж;Да;1046;дикий;1;381;Social Networks
32096;filler_no;торопливый комок;Нет;2180;торопливый;1;381;Social Networks
32097;filler_no;гордый мрамор;Нет;2828;гордый;1;381;Social Networks
32098;filler_yes;хороший ученик;Да;1185;хороший;1;381;Social Networks
32099;filler_no;влиятельный сад;Нет;2243;влиятельный;1;381;Social Networks
32100;filler_no;талый туризм;Нет;1825;талый;1;381;Social Networks
32101;filler_yes;тёплая погода;Да;1144;тёплая;1;381;Social Networks
32102;filler_no;цветущая помада;Нет;2159;цветущая;1;381;Social Networks
32103;filler_no;включенный комод;Нет;2836;включенный;1;381;Social Networks
32104;filler_yes;свежие новости;Да;1087;свежие;1;381;Social Networks
32105;filler_no;отсталый снег;Нет;1992;отсталый;1;381;Social Networks
32106;bleaching;глубокая ярость;Да;5637;глубокая;1;381;Social Networks
32107;filler_no;компетентный грот;Нет;2093;компетентный;1;381;Social Networks
32108;literal_m;ледяной дождь;Да;1487;ледяной;1;381;Social Networks
32109;filler_yes;зелёная ручка;Да;1447;зелёная;1;381;Social Networks
32110;metaphor;острая одышка;Да;11601;острая;1;381;Social Networks
32111;literal_b;страшная ночь;Да;1634;страшная;1;381;Social Networks
32112;filler_no;усатая корзина;Нет;2231;усатая;1;381;Social Networks
32113;filler_no;ядовитый престиж;Нет;1572;ядовитый;1;381;Social Networks
32114;filler_yes;быстрый транспорт;Да;1420;быстрый;1;381;Social Networks
32115;filler_no;бюджетный вирус;Нет;2080;бюджетный;1;381;Social Networks
32116;filler_no;круглосуточное тесто;Нет;1960;круглосуточное;1;381;Social Networks
32117;filler_yes;гнилой томат;Да;1224;гнилой;1;381;Social Networks
32118;filler_no;консервная пьеса;Нет;1423;консервная;1;381;Social Networks
32119;filler_no;талантливый пирог;Нет;1414;талантливый;1;381;Social Networks
32120;filler_yes;деревянная лавочка;Да;1508;деревянная;1;381;Social Networks
32121;filler_no;ликующая печь;Нет;1859;ликующая;1;381;Social Networks
32122;bleaching;крепкий квас;Да;3596;крепкий;1;381;Social Networks
32123;filler_no;честный крюк;Нет;2113;честный;1;381;Social Networks
32124;literal_m;грязная посуда;Да;1029;грязная;1;381;Social Networks
32125;filler_yes;захватывающая книга;Да;1639;захватывающая;1;381;Social Networks
32126;metaphor;горькая дума;Да;2214;горькая;1;381;Social Networks
32127;literal_b;бешеные собаки;Да;3210;бешеные;1;381;Social Networks
32128;filler_no;бюджетный вирус;Нет;4629;бюджетный;1;382;Social Networks
32129;filler_no;влиятельный сад;Нет;1628;влиятельный;1;382;Social Networks
32130;filler_yes;известный актёр;Да;982;известный;1;382;Social Networks
32131;filler_no;гордый мрамор;Нет;2012;гордый;1;382;Social Networks
32132;filler_no;точечный паркет;Нет;2356;точечный;1;382;Social Networks
32133;filler_yes;удобный сервис;Да;891;удобный;1;382;Social Networks
32134;filler_no;зеркальная сигарета;Нет;1338;зеркальная;1;382;Social Networks
32135;filler_no;отсталый снег;Нет;2785;отсталый;1;382;Social Networks
32136;filler_yes;захватывающая книга;Да;1241;захватывающая;1;382;Social Networks
32137;filler_no;томатный приют;Нет;2467;томатный;1;382;Social Networks
32138;bleaching;лёгкий кризис;Да;1395;лёгкий;1;382;Social Networks
32139;literal_m;грязная посуда;Да;809;грязная;1;382;Social Networks
32140;literal_b;страшная ночь;Да;780;страшная;1;382;Social Networks
32141;filler_no;тревожный кошелёк;Нет;1287;тревожный;1;382;Social Networks
32142;filler_yes;быстрый транспорт;Да;1451;быстрый;1;382;Social Networks
32143;metaphor;холодный разговор;Да;2255;холодный;1;382;Social Networks
32144;filler_no;включенный комод;Нет;1926;включенный;1;382;Social Networks
32145;filler_no;выпускной цвет;Нет;1758;выпускной;1;382;Social Networks
32146;filler_yes;свежие новости;Да;995;свежие;1;382;Social Networks
32147;filler_no;мозговая сирень;Нет;1248;мозговая;1;382;Social Networks
32148;filler_no;торопливый комок;Нет;2667;торопливый;1;382;Social Networks
32149;filler_yes;белые носки;Да;1326;белые;1;382;Social Networks
32150;filler_no;здравый паспорт;Нет;1117;здравый;1;382;Social Networks
32151;filler_no;благодарная карета;Нет;2784;благодарная;1;382;Social Networks
32152;filler_yes;зелёная ручка;Да;835;зелёная;1;382;Social Networks
32153;filler_no;честный крюк;Нет;1736;честный;1;382;Social Networks
32154;bleaching;крепкий квас;Да;1045;крепкий;1;382;Social Networks
32155;literal_m;ледяной дождь;Да;1267;ледяной;1;382;Social Networks
32156;literal_b;дикий пляж;Да;755;дикий;1;382;Social Networks
32157;filler_no;женатый отчет;Нет;1303;женатый;1;382;Social Networks
32158;filler_yes;апельсиновый сок;Да;801;апельсиновый;1;382;Social Networks
32159;metaphor;острая одышка;Да;1983;острая;1;382;Social Networks
32160;filler_no;хоровой арбуз;Нет;980;хоровой;1;382;Social Networks
32161;filler_no;усатая корзина;Нет;988;усатая;1;382;Social Networks
32162;filler_yes;газовая печка;Да;1630;газовая;1;382;Social Networks
32163;filler_no;компетентный грот;Нет;1948;компетентный;1;382;Social Networks
32164;filler_no;литровый диван;Нет;1154;литровый;1;382;Social Networks
32165;filler_yes;влажная трава;Да;1336;влажная;1;382;Social Networks
32166;filler_no;антисоветская река;Нет;1862;антисоветская;1;382;Social Networks
32167;filler_no;талый туризм;Нет;1146;талый;1;382;Social Networks
32168;filler_yes;тёплая погода;Да;814;тёплая;1;382;Social Networks
32169;filler_no;цветущая помада;Нет;1853;цветущая;1;382;Social Networks
32170;bleaching;безумная нужда;Да;1698;безумная;1;382;Social Networks
32171;literal_m;сладкий сироп;Да;1012;сладкий;1;382;Social Networks
32172;literal_b;тяжёлый камень;Да;675;тяжёлый;1;382;Social Networks
32173;filler_no;хвойная сплетня;Нет;1995;хвойная;1;382;Social Networks
32174;filler_yes;гнилой томат;Да;985;гнилой;1;382;Social Networks
32175;metaphor;горькая дума;Да;1222;горькая;1;382;Social Networks
32176;filler_no;щедрый факел;Нет;1165;щедрый;1;382;Social Networks
32177;filler_no;ликующая печь;Нет;2425;ликующая;1;382;Social Networks
32178;filler_yes;вкусный помидор;Да;2034;вкусный;1;382;Social Networks
32179;filler_no;консервная пьеса;Нет;2389;консервная;1;382;Social Networks
32180;filler_no;ядовитый престиж;Да;1840;ядовитый;0;382;Social Networks
32181;filler_yes;деревянная лавочка;Да;1286;деревянная;1;382;Social Networks
32182;filler_no;круглосуточное тесто;Нет;1927;круглосуточное;1;382;Social Networks
32183;filler_no;талантливый пирог;Нет;1083;талантливый;1;382;Social Networks
32184;filler_yes;умный друг;Да;952;умный;1;382;Social Networks
32185;filler_no;фазовая лилия;Нет;2332;фазовая;1;382;Social Networks
32186;bleaching;глубокая ярость;Нет;1733;глубокая;0;382;Social Networks
32187;literal_m;горячий кофе;Да;845;горячий;1;382;Social Networks
32188;literal_b;бешеные собаки;Да;1493;бешеные;1;382;Social Networks
32189;filler_no;сутулая камера;Нет;1211;сутулая;1;382;Social Networks
32190;filler_yes;хороший ученик;Да;684;хороший;1;382;Social Networks
32191;metaphor;светлые планы;Да;743;светлые;1;382;Social Networks
32192;filler_no;компетентный грот;Нет;2522;компетентный;1;383;Social Networks
32193;filler_yes;апельсиновый сок;Да;872;апельсиновый;1;383;Social Networks
32194;filler_no;женатый отчет;Нет;1104;женатый;1;383;Social Networks
32195;filler_no;литровый диван;Нет;1217;литровый;1;383;Social Networks
32196;filler_yes;быстрый транспорт;Да;744;быстрый;1;383;Social Networks
32197;filler_no;отсталый снег;Нет;934;отсталый;1;383;Social Networks
32198;filler_no;щедрый факел;Нет;1265;щедрый;1;383;Social Networks
32199;filler_yes;хороший ученик;Да;695;хороший;1;383;Social Networks
32200;filler_no;томатный приют;Нет;1208;томатный;1;383;Social Networks
32201;filler_no;цветущая помада;Нет;1288;цветущая;1;383;Social Networks
32202;metaphor;острая одышка;Да;1432;острая;1;383;Social Networks
32203;filler_yes;гнилой томат;Да;1048;гнилой;1;383;Social Networks
32204;bleaching;лёгкий кризис;Да;921;лёгкий;1;383;Social Networks
32205;literal_b;дикий пляж;Да;929;дикий;1;383;Social Networks
32206;filler_no;круглосуточное тесто;Нет;1368;круглосуточное;1;383;Social Networks
32207;literal_m;сладкий сироп;Да;776;сладкий;1;383;Social Networks
32208;filler_no;сутулая камера;Нет;751;сутулая;1;383;Social Networks
32209;filler_yes;вкусный помидор;Да;896;вкусный;1;383;Social Networks
32210;filler_no;ядовитый престиж;Нет;1112;ядовитый;1;383;Social Networks
32211;filler_no;усатая корзина;Нет;1193;усатая;1;383;Social Networks
32212;filler_yes;умный друг;Да;680;умный;1;383;Social Networks
32213;filler_no;консервная пьеса;Нет;1256;консервная;1;383;Social Networks
32214;filler_no;благодарная карета;Нет;1529;благодарная;1;383;Social Networks
32215;filler_yes;захватывающая книга;Да;848;захватывающая;1;383;Social Networks
32216;filler_no;талантливый пирог;Нет;1065;талантливый;1;383;Social Networks
32217;filler_no;влиятельный сад;Нет;1201;влиятельный;1;383;Social Networks
32218;metaphor;светлые планы;Да;1792;светлые;1;383;Social Networks
32219;filler_yes;газовая печка;Да;928;газовая;1;383;Social Networks
32220;bleaching;глубокая ярость;Да;1144;глубокая;1;383;Social Networks
32221;literal_b;страшная ночь;Да;672;страшная;1;383;Social Networks
32222;filler_no;гордый мрамор;Нет;1128;гордый;1;383;Social Networks
32223;literal_m;грязная посуда;Да;832;грязная;1;383;Social Networks
32224;filler_no;ликующая печь;Нет;985;ликующая;1;383;Social Networks
32225;filler_yes;свежие новости;Да;664;свежие;1;383;Social Networks
32226;filler_no;антисоветская река;Нет;1760;антисоветская;1;383;Social Networks
32227;filler_no;хвойная сплетня;Нет;1088;хвойная;1;383;Social Networks
32228;filler_yes;известный актёр;Да;712;известный;1;383;Social Networks
32229;filler_no;талый туризм;Нет;1752;талый;1;383;Social Networks
32230;filler_no;тревожный кошелёк;Нет;873;тревожный;1;383;Social Networks
32231;filler_yes;тёплая погода;Да;801;тёплая;1;383;Social Networks
32232;filler_no;торопливый комок;Нет;1273;торопливый;1;383;Social Networks
32233;filler_no;зеркальная сигарета;Нет;1347;зеркальная;1;383;Social Networks
32234;metaphor;горькая дума;Да;1361;горькая;1;383;Social Networks
32235;filler_yes;влажная трава;Да;1057;влажная;1;383;Social Networks
32236;bleaching;крепкий квас;Да;1423;крепкий;1;383;Social Networks
32237;literal_b;тяжёлый камень;Да;785;тяжёлый;1;383;Social Networks
32238;filler_no;точечный паркет;Да;1729;точечный;0;383;Social Networks
32239;literal_m;горячий кофе;Да;744;горячий;1;383;Social Networks
32240;filler_no;фазовая лилия;Нет;1593;фазовая;1;383;Social Networks
32241;filler_yes;удобный сервис;Да;801;удобный;1;383;Social Networks
32242;filler_no;честный крюк;Нет;874;честный;1;383;Social Networks
32243;filler_no;выпускной цвет;Нет;1778;выпускной;1;383;Social Networks
32244;filler_yes;зелёная ручка;Да;753;зелёная;1;383;Social Networks
32245;filler_no;мозговая сирень;Нет;794;мозговая;1;383;Social Networks
32246;filler_no;бюджетный вирус;Нет;1921;бюджетный;1;383;Social Networks
32247;filler_yes;белые носки;Да;592;белые;1;383;Social Networks
32248;filler_no;хоровой арбуз;Нет;1314;хоровой;1;383;Social Networks
32249;filler_no;здравый паспорт;Нет;969;здравый;1;383;Social Networks
32250;metaphor;холодный разговор;Да;881;холодный;1;383;Social Networks
32251;filler_yes;деревянная лавочка;Да;777;деревянная;1;383;Social Networks
32252;bleaching;безумная нужда;Да;1362;безумная;1;383;Social Networks
32253;literal_b;бешеные собаки;Да;840;бешеные;1;383;Social Networks
32254;filler_no;включенный комод;Нет;1793;включенный;1;383;Social Networks
32255;literal_m;ледяной дождь;Да;977;ледяной;1;383;Social Networks
32256;filler_no;круглосуточное тесто;Нет;1449;круглосуточное;1;384;Social Networks
32257;filler_yes;умный друг;Да;645;умный;1;384;Social Networks
32258;filler_no;щедрый факел;Нет;834;щедрый;1;384;Social Networks
32259;filler_no;хоровой арбуз;Нет;766;хоровой;1;384;Social Networks
32260;filler_yes;вкусный помидор;Да;841;вкусный;1;384;Social Networks
32261;filler_no;цветущая помада;Нет;878;цветущая;1;384;Social Networks
32262;filler_no;женатый отчет;Нет;801;женатый;1;384;Social Networks
32263;filler_yes;влажная трава;Да;1144;влажная;1;384;Social Networks
32264;filler_no;консервная пьеса;Нет;1344;консервная;1;384;Social Networks
32265;filler_no;талый туризм;Нет;849;талый;1;384;Social Networks
32266;filler_yes;быстрый транспорт;Да;783;быстрый;1;384;Social Networks
32267;literal_m;грязная посуда;Да;712;грязная;1;384;Social Networks
32268;literal_b;дикий пляж;Да;655;дикий;1;384;Social Networks
32269;metaphor;горькая дума;Нет;821;горькая;0;384;Social Networks
32270;filler_no;сутулая камера;Нет;1059;сутулая;1;384;Social Networks
32271;bleaching;безумная нужда;Да;1047;безумная;1;384;Social Networks
32272;filler_no;здравый паспорт;Нет;1431;здравый;1;384;Social Networks
32273;filler_yes;хороший ученик;Да;741;хороший;1;384;Social Networks
32274;filler_no;выпускной цвет;Нет;821;выпускной;1;384;Social Networks
32275;filler_no;ядовитый престиж;Нет;1336;ядовитый;1;384;Social Networks
32276;filler_yes;свежие новости;Да;738;свежие;1;384;Social Networks
32277;filler_no;включенный комод;Нет;1480;включенный;1;384;Social Networks
32278;filler_no;торопливый комок;Нет;883;торопливый;1;384;Social Networks
32279;filler_yes;белые носки;Да;665;белые;1;384;Social Networks
32280;filler_no;влиятельный сад;Нет;962;влиятельный;1;384;Social Networks
32281;filler_no;усатая корзина;Нет;837;усатая;1;384;Social Networks
32282;filler_yes;зелёная ручка;Да;814;зелёная;1;384;Social Networks
32283;literal_m;горячий кофе;Да;756;горячий;1;384;Social Networks
32284;literal_b;бешеные собаки;Да;669;бешеные;1;384;Social Networks
32285;metaphor;холодный разговор;Да;1048;холодный;1;384;Social Networks
32286;filler_no;ликующая печь;Нет;790;ликующая;1;384;Social Networks
32287;bleaching;лёгкий кризис;Да;903;лёгкий;1;384;Social Networks
32288;filler_no;томатный приют;Нет;934;томатный;1;384;Social Networks
32289;filler_yes;захватывающая книга;Да;776;захватывающая;1;384;Social Networks
32290;filler_no;хвойная сплетня;Нет;1516;хвойная;1;384;Social Networks
32291;filler_no;благодарная карета;Нет;903;благодарная;1;384;Social Networks
32292;filler_yes;тёплая погода;Да;927;тёплая;1;384;Social Networks
32293;filler_no;честный крюк;Нет;712;честный;1;384;Social Networks
32294;filler_no;точечный паркет;Нет;898;точечный;1;384;Social Networks
32295;filler_yes;деревянная лавочка;Да;1049;деревянная;1;384;Social Networks
32296;filler_no;бюджетный вирус;Нет;740;бюджетный;1;384;Social Networks
32297;filler_no;отсталый снег;Нет;972;отсталый;1;384;Social Networks
32298;filler_yes;газовая печка;Да;902;газовая;1;384;Social Networks
32299;literal_m;сладкий сироп;Да;2510;сладкий;1;384;Social Networks
32300;literal_b;тяжёлый камень;Да;974;тяжёлый;1;384;Social Networks
32301;metaphor;острая одышка;Нет;1061;острая;0;384;Social Networks
32302;filler_no;гордый мрамор;Нет;1373;гордый;1;384;Social Networks
32303;bleaching;глубокая ярость;Да;1363;глубокая;1;384;Social Networks
32304;filler_no;литровый диван;Да;700;литровый;0;384;Social Networks
32305;filler_yes;апельсиновый сок;Да;600;апельсиновый;1;384;Social Networks
32306;filler_no;талантливый пирог;Нет;1287;талантливый;1;384;Social Networks
32307;filler_no;мозговая сирень;Нет;989;мозговая;1;384;Social Networks
32308;filler_yes;удобный сервис;Да;773;удобный;1;384;Social Networks
32309;filler_no;тревожный кошелёк;Нет;697;тревожный;1;384;Social Networks
32310;filler_no;компетентный грот;Нет;760;компетентный;1;384;Social Networks
32311;filler_yes;известный актёр;Да;713;известный;1;384;Social Networks
32312;filler_no;зеркальная сигарета;Нет;1215;зеркальная;1;384;Social Networks
32313;filler_no;антисоветская река;Нет;1029;антисоветская;1;384;Social Networks
32314;filler_yes;гнилой томат;Да;709;гнилой;1;384;Social Networks
32315;literal_m;ледяной дождь;Да;621;ледяной;1;384;Social Networks
32316;literal_b;страшная ночь;Да;821;страшная;1;384;Social Networks
32317;metaphor;светлые планы;Нет;1174;светлые;0;384;Social Networks
32318;filler_no;фазовая лилия;Нет;706;фазовая;1;384;Social Networks
32319;bleaching;крепкий квас;Да;729;крепкий;1;384;Social Networks
32320;filler_no;мозговая сирень;Нет;1405;мозговая;1;385;Social Networks
32321;filler_yes;вкусный помидор;Да;1017;вкусный;1;385;Social Networks
32322;filler_no;честный крюк;Нет;1134;честный;1;385;Social Networks
32323;filler_no;здравый паспорт;Нет;1687;здравый;1;385;Social Networks
32324;filler_yes;белые носки;Да;738;белые;1;385;Social Networks
32325;filler_no;тревожный кошелёк;Нет;1168;тревожный;1;385;Social Networks
32326;filler_no;отсталый снег;Нет;1119;отсталый;1;385;Social Networks
32327;filler_yes;известный актёр;Да;871;известный;1;385;Social Networks
32328;filler_no;включенный комод;Нет;1267;включенный;1;385;Social Networks
32329;filler_no;талантливый пирог;Нет;991;талантливый;1;385;Social Networks
32330;literal_m;ледяной дождь;Да;1058;ледяной;1;385;Social Networks
32331;bleaching;лёгкий кризис;Да;930;лёгкий;1;385;Social Networks
32332;literal_b;страшная ночь;Да;1065;страшная;1;385;Social Networks
32333;metaphor;светлые планы;Да;1949;светлые;1;385;Social Networks
32334;filler_yes;быстрый транспорт;Да;1260;быстрый;1;385;Social Networks
32335;filler_no;круглосуточное тесто;Нет;1204;круглосуточное;1;385;Social Networks
32336;filler_no;хоровой арбуз;Нет;1255;хоровой;1;385;Social Networks
32337;filler_yes;гнилой томат;Да;1179;гнилой;1;385;Social Networks
32338;filler_no;торопливый комок;Нет;1534;торопливый;1;385;Social Networks
32339;filler_no;талый туризм;Нет;1263;талый;1;385;Social Networks
32340;filler_yes;газовая печка;Да;1052;газовая;1;385;Social Networks
32341;filler_no;ядовитый престиж;Нет;2386;ядовитый;1;385;Social Networks
32342;filler_no;бюджетный вирус;Нет;1564;бюджетный;1;385;Social Networks
32343;filler_yes;хороший ученик;Да;1079;хороший;1;385;Social Networks
32344;filler_no;компетентный грот;Нет;1735;компетентный;1;385;Social Networks
32345;filler_no;благодарная карета;Нет;2092;благодарная;1;385;Social Networks
32346;literal_m;грязная посуда;Да;872;грязная;1;385;Social Networks
32347;bleaching;глубокая ярость;Да;1332;глубокая;1;385;Social Networks
32348;literal_b;дикий пляж;Да;1081;дикий;1;385;Social Networks
32349;metaphor;холодный разговор;Да;1254;холодный;1;385;Social Networks
32350;filler_yes;апельсиновый сок;Да;881;апельсиновый;1;385;Social Networks
32351;filler_no;усатая корзина;Нет;1367;усатая;1;385;Social Networks
32352;filler_no;зеркальная сигарета;Нет;2083;зеркальная;1;385;Social Networks
32353;filler_yes;свежие новости;Да;876;свежие;1;385;Social Networks
32354;filler_no;сутулая камера;Нет;1289;сутулая;1;385;Social Networks
32355;filler_no;гордый мрамор;Нет;1163;гордый;1;385;Social Networks
32356;filler_yes;умный друг;Да;1789;умный;1;385;Social Networks
32357;filler_no;женатый отчет;Нет;1344;женатый;1;385;Social Networks
32358;filler_no;хвойная сплетня;Нет;1689;хвойная;1;385;Social Networks
32359;filler_yes;влажная трава;Да;1039;влажная;1;385;Social Networks
32360;filler_no;консервная пьеса;Нет;1317;консервная;1;385;Social Networks
32361;filler_no;ликующая печь;Нет;1017;ликующая;1;385;Social Networks
